year,julian-day,standard-time,E-MD,GW,K-plant,P-MD,P-PD,leaftemp,treatment
2023,222,4,,,,,0.04519587001780878,,
2023,222,5,,,,,0.04519587001780878,,
2023,222,7,0.443603426497136,14.832396974191326,0.023563955525335724,,,,
2023,222,8,0.443603426497136,14.832396974191326,0.023563955525335724,,,,
2023,222,9,0.443603426497136,14.832396974191326,0.023563955525335724,,,,
2023,228,12,,,,0.08103222952765288,,,
2023,228,15,0.6107257977194017,12.884098726725123,0.045316001588842754,,,,
2023,228,16,0.6107257977194017,12.884098726725123,0.045316001588842754,,,,
2023,228,17,0.6107257977194017,12.884098726725123,0.045316001588842754,,,,
2023,228,3,,,,,0.03286335345030997,,
2023,228,4,,,,,0.03286335345030997,,
2023,228,5,,,,,0.03286335345030997,,
2023,228,7,1.086690388289139,35.35533905932738,0.09323271957848275,,,,
2023,228,8,1.086690388289139,35.35533905932738,0.09323271957848275,,,,
2023,228,9,1.086690388289139,35.35533905932738,0.09323271957848275,,,,
2023,229,12,,,,0.047969837014085165,,,
2023,229,15,1.024240694368272,22.499382707581606,0.08201398254769325,,,,
2023,229,16,1.024240694368272,22.499382707581606,0.08201398254769325,,,,
2023,229,17,1.024240694368272,22.499382707581606,0.08201398254769325,,,,
2023,229,3,,,,,0.06630233781700309,,
2023,229,4,,,,,0.06630233781700309,,
2023,229,5,,,,,0.06630233781700309,,
2023,229,7,0.5869718902979938,23.142073276946373,0.049279756943845045,,,,
2023,229,8,0.5869718902979938,23.142073276946373,0.049279756943845045,,,,
2023,229,9,0.5869718902979938,23.142073276946373,0.049279756943845045,,,,
2023,235,12,,,,0.04727801313841129,,,
2023,235,15,0.5046842797454881,13.646326326972478,0.02411168458099378,,,,
2023,235,16,0.5046842797454881,13.646326326972478,0.02411168458099378,,,,
2023,235,17,0.5046842797454881,13.646326326972478,0.02411168458099378,,,,
2023,235,3,,,,,0.028613577932605057,,
2023,235,4,,,,,0.028613577932605057,,
2023,235,5,,,,,0.028613577932605057,,
2023,235,7,0.7367180223426361,32.34535858855521,0.04092357375509731,,,,
2023,235,8,0.7367180223426361,32.34535858855521,0.04092357375509731,,,,
2023,235,9,0.7367180223426361,32.34535858855521,0.04092357375509731,,,,
2023,236,12,,,,0.046072406781789324,,,
2023,236,15,0.9208854434727481,21.679483388678797,0.03890938190205545,,,,
2023,236,16,0.9208854434727481,21.679483388678797,0.03890938190205545,,,,
2023,236,17,0.9208854434727481,21.679483388678797,0.03890938190205545,,,,
2023,236,3,,,,,0.00816496580927726,,
2023,236,4,,,,,0.00816496580927726,,
2023,236,5,,,,,0.00816496580927726,,
2023,236,7,0.2329248805945815,12.409673645990855,0.012173742234826557,,,,
2023,236,8,0.2329248805945815,12.409673645990855,0.012173742234826557,,,,
2023,236,9,0.2329248805945815,12.409673645990855,0.012173742234826557,,,,
2023,240,12,,,,0.07394635550223885,,,
2023,240,15,0.244618653651527,2.9059326290271152,0.03193559987979778,,,,
2023,240,16,0.244618653651527,2.9059326290271152,0.03193559987979778,,,,
2023,240,17,0.244618653651527,2.9059326290271152,0.03193559987979778,,,,
2023,240,3,,,,,0.07176460638893473,,
2023,240,4,,,,,0.07176460638893473,,
2023,240,5,,,,,0.07176460638893473,,
2023,249,12,,,,0.06881860213634101,,,
2023,249,3,,,,,0.11231948480413657,,
2023,249,4,,,,,0.11231948480413657,,
2023,249,5,,,,,0.11231948480413657,,
2023,249,7,0.3270930890264863,15.070206073943087,0.023039000749936086,,,,
2023,249,8,0.3270930890264863,15.070206073943087,0.023039000749936086,,,,
2023,249,9,0.3270930890264863,15.070206073943087,0.023039000749936086,,,,
2023,250,12,,,,0.17511139311878016,,,
2023,250,3,,,,,0.05765414122159831,,
2023,250,4,,,,,0.05765414122159831,,
2023,250,5,,,,,0.05765414122159831,,
2023,250,7,0.24917062427180292,5.8309518948453,0.0062497999967998956,,,,
2023,250,8,0.24917062427180292,5.8309518948453,0.0062497999967998956,,,,
2023,250,9,0.24917062427180292,5.8309518948453,0.0062497999967998956,,,,
2023,252,12,,,,0.07191043812348186,,,
2023,252,15,0.6149482879278524,10.919619738713214,0.048622302022510756,,,,
2023,252,16,0.6149482879278524,10.919619738713214,0.048622302022510756,,,,
2023,252,17,0.6149482879278524,10.919619738713214,0.048622302022510756,,,,
2023,252,3,,,,,0.10793060674811328,,
2023,252,4,,,,,0.10793060674811328,,
2023,252,5,,,,,0.10793060674811328,,
2023,263,12,,,,0.06829999186595039,,,
2023,263,15,0.6397846860033807,18.31817555204545,0.031720322963187005,,,,
2023,263,16,0.6397846860033807,18.31817555204545,0.031720322963187005,,,,
2023,263,17,0.6397846860033807,18.31817555204545,0.031720322963187005,,,,
2023,263,3,,,,,0.04191128196029746,,
2023,263,4,,,,,0.04191128196029746,,
2023,263,5,,,,,0.04191128196029746,,
2023,264,12,,,,0.05275158915833872,,,
2023,264,15,0.7013173318833636,16.73320053068151,0.028629704853525832,,,,
2023,264,16,0.7013173318833636,16.73320053068151,0.028629704853525832,,,,
2023,264,17,0.7013173318833636,16.73320053068151,0.028629704853525832,,,,
2023,264,3,,,,,0.038678159211627434,,
2023,264,4,,,,,0.038678159211627434,,
2023,264,5,,,,,0.038678159211627434,,
2023,264,7,0.4504349749593904,22.420228961066982,0.02419265269548679,,,,
2023,264,8,0.4504349749593904,22.420228961066982,0.02419265269548679,,,,
2023,264,9,0.4504349749593904,22.420228961066982,0.02419265269548679,,,,
2023,265,12,,,,0.08873556220591605,,,
2023,265,3,,,,,0.08286132994346639,,
2023,265,4,,,,,0.08286132994346639,,
2023,265,5,,,,,0.08286132994346639,,
2023,265,7,0.20779797881596443,17.146428199482244,0.014746525014388986,,,,
2023,265,8,0.20779797881596443,17.146428199482244,0.014746525014388986,,,,
2023,265,9,0.20779797881596443,17.146428199482244,0.014746525014388986,,,,
