year,julian-day,standard-time,E-MD,GW,K-plant,P-MD,P-PD,leaftemp,treatment
2023,228,15,0.9360071818337957,21.39574204784162,0.05950723578785282,,,,
2023,228,16,0.9360071818337957,21.39574204784162,0.05950723578785282,,,,
2023,228,17,0.9360071818337957,21.39574204784162,0.05950723578785282,,,,
2023,228,3,,,,,0.04548559545547792,,
2023,228,4,,,,,0.04548559545547792,,
2023,228,5,,,,,0.04548559545547792,,
2023,228,7,0.9458555797677456,17.464249196572982,0.04988347533112656,,,,
2023,228,8,0.9458555797677456,17.464249196572982,0.04988347533112656,,,,
2023,228,9,0.9458555797677456,17.464249196572982,0.04988347533112656,,,,
2023,229,12,,,,0.06584239892353415,,,
2023,229,15,0.40733930407214,8.183844368142354,0.02577544290191972,,,,
2023,229,16,0.40733930407214,8.183844368142354,0.02577544290191972,,,,
2023,229,17,0.40733930407214,8.183844368142354,0.02577544290191972,,,,
2023,229,3,,,,,0.043925069888457575,,
2023,229,4,,,,,0.043925069888457575,,
2023,229,5,,,,,0.043925069888457575,,
2023,229,7,0.5335965785516014,25.227361199428287,0.02010604601655316,,,,
2023,229,8,0.5335965785516014,25.227361199428287,0.02010604601655316,,,,
2023,229,9,0.5335965785516014,25.227361199428287,0.02010604601655316,,,,
2023,235,12,,,,0.045273316673448805,,,
2023,235,15,0.5032367456994989,12.886015005270226,0.01831927070088615,,,,
2023,235,16,0.5032367456994989,12.886015005270226,0.01831927070088615,,,,
2023,235,17,0.5032367456994989,12.886015005270226,0.01831927070088615,,,,
2023,235,3,,,,,0.01767535857213638,,
2023,235,4,,,,,0.01767535857213638,,
2023,235,5,,,,,0.01767535857213638,,
2023,235,7,0.6467568665614958,25.658007197234422,0.022365027262322854,,,,
2023,235,8,0.6467568665614958,25.658007197234422,0.022365027262322854,,,,
2023,235,9,0.6467568665614958,25.658007197234422,0.022365027262322854,,,,
2023,236,12,,,,0.03244653722321964,,,
2023,236,15,0.4829935587332172,11.948965552623282,0.030232892315783782,,,,
2023,236,16,0.4829935587332172,11.948965552623282,0.030232892315783782,,,,
2023,236,17,0.4829935587332172,11.948965552623282,0.030232892315783782,,,,
2023,236,3,,,,,0.022989896770872063,,
2023,236,4,,,,,0.022989896770872063,,
2023,236,5,,,,,0.022989896770872063,,
2023,236,7,0.42210319959828674,20.069324297987162,0.023598022516021694,,,,
2023,236,8,0.42210319959828674,20.069324297987162,0.023598022516021694,,,,
2023,236,9,0.42210319959828674,20.069324297987162,0.023598022516021694,,,,
2023,240,12,,,,0.06897894778912797,,,
2023,240,15,0.2102225578036853,3.500566847521734,0.04970677830561753,,,,
2023,240,16,0.2102225578036853,3.500566847521734,0.04970677830561753,,,,
2023,240,17,0.2102225578036853,3.500566847521734,0.04970677830561753,,,,
2023,240,3,,,,,0.07706398083967077,,
2023,240,4,,,,,0.07706398083967077,,
2023,240,5,,,,,0.07706398083967077,,
2023,249,12,,,,0.059855793782913884,,,
2023,249,3,,,,,0.0979622628274358,,
2023,249,4,,,,,0.0979622628274358,,
2023,249,5,,,,,0.0979622628274358,,
2023,249,7,0.5782239196319777,22.48456260538674,0.02846196292129784,,,,
2023,249,8,0.5782239196319777,22.48456260538674,0.02846196292129784,,,,
2023,249,9,0.5782239196319777,22.48456260538674,0.02846196292129784,,,,
2023,250,12,,,,0.07158910531638177,,,
2023,250,3,,,,,0.044303247937118304,,
2023,250,4,,,,,0.044303247937118304,,
2023,250,5,,,,,0.044303247937118304,,
2023,250,7,0.7719661046099543,25.51687894533952,0.03553535016165046,,,,
2023,250,8,0.7719661046099543,25.51687894533952,0.03553535016165046,,,,
2023,250,9,0.7719661046099543,25.51687894533952,0.03553535016165046,,,,
2023,252,12,,,,0.048062129103570245,,,
2023,252,15,0.5363114470659454,8.307579251254424,0.034634114753547614,,,,
2023,252,16,0.5363114470659454,8.307579251254424,0.034634114753547614,,,,
2023,252,17,0.5363114470659454,8.307579251254424,0.034634114753547614,,,,
2023,252,3,,,,,0.07219550177255142,,
2023,252,4,,,,,0.07219550177255142,,
2023,252,5,,,,,0.07219550177255142,,
2023,263,12,,,,0.07783133076970172,,,
2023,263,15,0.7686973910534273,20.07701222176961,0.03300776190048353,,,,
2023,263,16,0.7686973910534273,20.07701222176961,0.03300776190048353,,,,
2023,263,17,0.7686973910534273,20.07701222176961,0.03300776190048353,,,,
2023,263,3,,,,,0.04116363011742823,,
2023,263,4,,,,,0.04116363011742823,,
2023,263,5,,,,,0.04116363011742823,,
2023,264,12,,,,0.07947726039965722,,,
2023,264,15,0.6226631869995564,15.846485765339619,0.052196689975940465,,,,
2023,264,16,0.6226631869995564,15.846485765339619,0.052196689975940465,,,,
2023,264,17,0.6226631869995564,15.846485765339619,0.052196689975940465,,,,
2023,264,3,,,,,0.0454654936310067,,
2023,264,4,,,,,0.0454654936310067,,
2023,264,5,,,,,0.0454654936310067,,
2023,264,7,0.6468701951572017,25.42842775854624,0.019792675412889486,,,,
2023,264,8,0.6468701951572017,25.42842775854624,0.019792675412889486,,,,
2023,264,9,0.6468701951572017,25.42842775854624,0.019792675412889486,,,,
2023,265,12,,,,0.1722546564440761,,,
2023,265,3,,,,,0.1015764627154233,,
2023,265,4,,,,,0.1015764627154233,,
2023,265,5,,,,,0.1015764627154233,,
2023,265,7,0.4917497105009599,23.009659807229756,0.05252898670681212,,,,
2023,265,8,0.4917497105009599,23.009659807229756,0.05252898670681212,,,,
2023,265,9,0.4917497105009599,23.009659807229756,0.05252898670681212,,,,
