timestamp,date,time,hour,minute,logger.id,tree.id,leaf,population,leaf.temp,air.temp,rh,windspeed,delta.t,svp,lsvp,vpd,vpd.kpa,air.vpd,air.vpd.kpa
7/28/23 14:30,7/28/23,14:30:00,14,30,1,67,2,JLA,,42.17,17.51,2.01,,,,,,,
7/28/23 15:00,7/28/23,15:00:00,15,0,1,67,2,JLA,,42.99,16.37,2.38,,,,,,,
7/28/23 15:30,7/28/23,15:30:00,15,30,1,67,2,JLA,,43.2,15.84,1.84,,,,,,,
7/28/23 16:00,7/28/23,16:00:00,16,0,1,67,2,JLA,,43.34,15.25,2.01,,,,,,,
7/28/23 16:30,7/28/23,16:30:00,16,30,1,67,2,JLA,,43.41,14.72,3.11,,,,,,,
7/28/23 17:00,7/28/23,17:00:00,17,0,1,67,2,JLA,,43.15,15.19,1.95,,,,,,,
7/28/23 17:30,7/28/23,17:30:00,17,30,1,67,2,JLA,,43.26,14.76,3.1,,,,,,,
7/28/23 18:00,7/28/23,18:00:00,18,0,1,67,2,JLA,,43.15,14.19,2.54,,,,,,,
7/29/23 14:00,7/29/23,14:00:00,14,0,1,67,2,JLA,,41.83,17.28,2.14,,,,,,,
7/29/23 14:30,7/29/23,14:30:00,14,30,1,67,2,JLA,,41.69,17.28,2.04,,,,,,,
7/29/23 15:00,7/29/23,15:00:00,15,0,1,67,2,JLA,,42.62,16.13,3.26,,,,,,,
7/29/23 15:30,7/29/23,15:30:00,15,30,1,67,2,JLA,,43.06,15.68,2.43,,,,,,,
7/29/23 16:00,7/29/23,16:00:00,16,0,1,67,2,JLA,,43.23,15.2,2.38,,,,,,,
7/29/23 16:30,7/29/23,16:30:00,16,30,1,67,2,JLA,,43.31,14.75,2.34,,,,,,,
7/29/23 17:00,7/29/23,17:00:00,17,0,1,67,2,JLA,39.08,42.83,15.26,1.88,-3.75,8562.20,7020.72,5714.13,5.71,7255.61,7.26
7/29/23 17:30,7/29/23,17:30:00,17,30,1,67,2,JLA,40.1,43.05,14.56,2.31,-2.95,8661.06,7414.13,6153.08,6.15,7400.01,7.40
7/29/23 18:00,7/29/23,18:00:00,18,0,1,67,2,JLA,40.12,43.19,14.64,2.24,-3.07,8724.48,7422.03,6144.76,6.14,7447.22,7.45
7/30/23 14:00,7/30/23,14:00:00,14,0,1,67,2,JLA,35.63,39.41,21.42,1.82,-3.78,7145.98,5820.80,4290.13,4.29,5615.31,5.62
7/30/23 14:30,7/30/23,14:30:00,14,30,1,67,2,JLA,35.5,39.78,20.26,1.71,-4.28,7288.71,5779.30,4302.61,4.30,5812.01,5.81
7/30/23 15:00,7/30/23,15:00:00,15,0,1,67,2,JLA,35.46,40.14,19.05,0.71,-4.68,7429.94,5766.58,4351.18,4.35,6014.53,6.01
7/30/23 15:30,7/30/23,15:30:00,15,30,1,67,2,JLA,35.24,40.89,17.39,1.95,-5.65,7731.78,5697.07,4352.51,4.35,6387.23,6.39
7/30/23 16:00,7/30/23,16:00:00,16,0,1,67,2,JLA,36.06,41.07,17.15,2.06,-5.01,7805.78,5959.92,4621.22,4.62,6467.09,6.47
7/30/23 16:30,7/30/23,16:30:00,16,30,1,67,2,JLA,36.65,41.55,15.79,1.78,-4.9,8006.12,6155.48,4891.32,4.89,6741.95,6.74
7/30/23 17:00,7/30/23,17:00:00,17,0,1,67,2,JLA,36.94,41.87,15.86,2.15,-4.93,8142.13,6253.63,4962.29,4.96,6850.78,6.85
7/30/23 17:30,7/30/23,17:30:00,17,30,1,67,2,JLA,39.39,41.79,15.4,2.01,-2.4,8107.94,7138.33,5889.71,5.89,6859.32,6.86
7/30/23 18:00,7/30/23,18:00:00,18,0,1,67,2,JLA,39.73,41.48,16.2,1.48,-1.75,7976.63,7269.27,5977.06,5.98,6684.41,6.68
7/31/23 14:00,7/31/23,14:00:00,14,0,1,67,2,JLA,34.62,36.72,26.19,1.53,-2.1,6179.05,5505.06,3886.77,3.89,4560.76,4.56
7/31/23 14:30,7/31/23,14:30:00,14,30,1,67,2,JLA,34.72,37.68,24.99,1.35,-2.96,6510.23,5535.64,3908.73,3.91,4883.33,4.88
7/31/23 15:00,7/31/23,15:00:00,15,0,1,67,2,JLA,34.92,37.85,24.31,1.4,-2.93,6570.46,5597.25,3999.98,4.00,4973.18,4.97
7/31/23 15:30,7/31/23,15:30:00,15,30,1,67,2,JLA,35.61,38.7,23.76,2.64,-3.09,6878.85,5814.40,4179.98,4.18,5244.44,5.24
7/31/23 16:00,7/31/23,16:00:00,16,0,1,67,2,JLA,36,38.31,24.78,1.27,-2.31,6735.83,5940.33,4271.19,4.27,5066.69,5.07
7/31/23 16:30,7/31/23,16:30:00,16,30,1,67,2,JLA,37.02,38.64,23.13,2.18,-1.62,6856.68,6280.94,4694.99,4.69,5270.73,5.27
7/31/23 17:00,7/31/23,17:00:00,17,0,1,67,2,JLA,36,38.68,22.53,1.24,-2.68,6871.45,5940.33,4392.20,4.39,5323.32,5.32
7/31/23 17:30,7/31/23,17:30:00,17,30,1,67,2,JLA,36.63,38.88,22.09,2.05,-2.25,6945.74,6148.76,4614.45,4.61,5411.43,5.41
7/31/23 18:00,7/31/23,18:00:00,18,0,1,67,2,JLA,37.11,38.33,22.2,1.97,-1.22,6743.10,6311.79,4814.82,4.81,5246.13,5.25
8/1/23 14:00,8/1/23,14:00:00,14,0,1,67,2,JLA,38.78,38.34,21.81,1.05,0.44,6746.74,6908.51,5437.05,5.44,5275.28,5.28
8/1/23 14:30,8/1/23,14:30:00,14,30,1,67,2,JLA,39.68,38.71,20.67,1.22,0.97,6882.55,7249.89,5827.27,5.83,5459.93,5.46
8/1/23 15:00,8/1/23,15:00:00,15,0,1,67,2,JLA,38.42,39.04,19.31,1.6,-0.62,7005.67,6775.91,5423.11,5.42,5652.88,5.65
8/1/23 15:30,8/1/23,15:30:00,15,30,1,67,2,JLA,38.02,38.72,20.51,2.19,-0.7,6886.26,6631.16,5218.79,5.22,5473.89,5.47
8/1/23 16:00,8/1/23,16:00:00,16,0,1,67,2,JLA,37.91,39.51,19.74,2.78,-1.6,7184.31,6591.83,5173.64,5.17,5766.13,5.77
8/1/23 16:30,8/1/23,16:30:00,16,30,1,67,2,JLA,38.53,39.12,19.65,3.18,-0.59,7035.81,6816.19,5433.65,5.43,5653.27,5.65
8/1/23 17:00,8/1/23,17:00:00,17,0,1,67,2,JLA,39.29,39.36,17.51,2.56,-0.07,7126.88,7100.21,5852.29,5.85,5878.96,5.88
8/1/23 17:30,8/1/23,17:30:00,17,30,1,67,2,JLA,38.12,38.97,19.27,0.88,-0.85,6979.40,6667.09,5322.16,5.32,5634.47,5.63
8/1/23 18:00,8/1/23,18:00:00,18,0,1,67,2,JLA,36.42,39.18,19.21,1.63,-2.76,7058.48,6078.59,4722.66,4.72,5702.54,5.70
8/2/23 14:00,8/2/23,14:00:00,14,0,1,67,2,JLA,40.54,39.99,19.14,3.02,0.55,7370.80,7589.63,6178.85,6.18,5960.03,5.96
8/2/23 14:30,8/2/23,14:30:00,14,30,1,67,2,JLA,41.21,40.2,17.86,3.01,1.01,7453.70,7863.76,6532.53,6.53,6122.47,6.12
8/2/23 15:00,8/2/23,15:00:00,15,0,1,67,2,JLA,41.73,40.69,16.34,2.95,1.04,7650.27,8082.38,6832.32,6.83,6400.22,6.40
8/2/23 15:30,8/2/23,15:30:00,15,30,1,67,2,JLA,40.69,39.79,16.89,1.48,0.9,7292.60,7650.27,6418.55,6.42,6060.88,6.06
8/2/23 16:00,8/2/23,16:00:00,16,0,1,67,2,JLA,39.25,40.98,15.24,3.04,-1.73,7768.71,7085.01,5901.06,5.90,6584.76,6.58
8/2/23 16:30,8/2/23,16:30:00,16,30,1,67,2,JLA,38.07,40.71,15.91,3.8,-2.64,7658.39,6649.10,5430.66,5.43,6439.94,6.44
8/2/23 17:00,8/2/23,17:00:00,17,0,1,67,2,JLA,38.71,40.84,15.33,2.52,-2.13,7711.33,6882.55,5700.41,5.70,6529.19,6.53
8/2/23 17:30,8/2/23,17:30:00,17,30,1,67,2,JLA,40.09,40.3,15.83,2.23,-0.21,7493.46,7410.18,6223.96,6.22,6307.25,6.31
8/2/23 18:00,8/2/23,18:00:00,18,0,1,67,2,JLA,39.13,39.93,16.39,3.24,-0.8,7347.27,7039.58,5835.36,5.84,6143.05,6.14
8/3/23 14:00,8/3/23,14:00:00,14,0,1,67,2,JLA,39.67,40.38,16.72,2.27,-0.71,7525.40,7246.02,5987.77,5.99,6267.15,6.27
8/3/23 14:30,8/3/23,14:30:00,14,30,1,67,2,JLA,40.01,41.65,14.86,2.47,-1.64,8048.41,7378.66,6182.67,6.18,6852.41,6.85
8/3/23 15:00,8/3/23,15:00:00,15,0,1,67,2,JLA,39.93,41.11,14.81,2.97,-1.18,7822.31,7347.27,6188.78,6.19,6663.83,6.66
8/3/23 15:30,8/3/23,15:30:00,15,30,1,67,2,JLA,39.56,40.77,13.91,1.96,-1.21,7682.79,7203.55,6134.87,6.13,6614.11,6.61
8/3/23 16:00,8/3/23,16:00:00,16,0,1,67,2,JLA,39.68,41.62,11.77,2.3,-1.94,8035.70,7249.89,6304.09,6.30,7089.90,7.09
8/3/23 16:30,8/3/23,16:30:00,16,30,1,67,2,JLA,40.73,41.5,11.96,1.83,-0.77,7985.04,7666.51,6711.50,6.71,7030.03,7.03
8/3/23 17:00,8/3/23,17:00:00,17,0,1,67,2,JLA,40.02,41.27,11.68,3.05,-1.25,7888.72,7382.60,6461.20,6.46,6967.32,6.97
8/3/23 17:30,8/3/23,17:30:00,17,30,1,67,2,JLA,39.35,40.92,11.44,1.72,-1.57,7744.07,7123.06,6237.14,6.24,6858.15,6.86
8/3/23 18:00,8/3/23,18:00:00,18,0,1,67,2,JLA,37.32,41.04,10.63,2.19,-3.72,7793.41,6384.28,5555.84,5.56,6964.97,6.96
8/4/23 14:00,8/4/23,14:00:00,14,0,1,67,2,JLA,40.7,41.19,9.41,1.5,-0.49,7855.46,7654.33,6915.13,6.92,7116.26,7.12
8/4/23 14:30,8/4/23,14:30:00,14,30,1,67,2,JLA,40.78,42.59,8.82,1.51,-1.81,8455.47,7686.86,6941.09,6.94,7709.69,7.71
8/4/23 15:00,8/4/23,15:00:00,15,0,1,67,2,JLA,40.68,41.87,8.47,2.56,-1.19,8142.13,7646.22,6956.58,6.96,7452.49,7.45
8/4/23 15:30,8/4/23,15:30:00,15,30,1,67,2,JLA,40.92,42.16,8.38,1.61,-1.24,8267.10,7744.07,7051.29,7.05,7574.32,7.57
8/4/23 16:00,8/4/23,16:00:00,16,0,1,67,2,JLA,41.37,42.1,8.55,0.88,-0.73,8241.11,7930.48,7225.86,7.23,7536.50,7.54
8/4/23 16:30,8/4/23,16:30:00,16,30,1,67,2,JLA,41.35,42.53,7.98,2.35,-1.18,8428.96,7922.11,7249.48,7.25,7756.33,7.76
8/4/23 17:00,8/4/23,17:00:00,17,0,1,67,2,JLA,39.97,42.53,8.01,1.51,-2.56,8428.96,7362.95,6687.79,6.69,7753.80,7.75
8/4/23 17:30,8/4/23,17:30:00,17,30,1,67,2,JLA,38.75,42.36,8.49,0.74,-3.61,8354.26,6897.38,6188.10,6.19,7644.98,7.64
8/4/23 18:00,8/4/23,18:00:00,18,0,1,67,2,JLA,36.51,41.96,8.1,0.86,-5.45,8180.74,6108.58,5445.94,5.45,7518.10,7.52
8/5/23 14:00,8/5/23,14:00:00,14,0,1,67,2,JLA,42.31,42.32,7.29,1.1,-0.01,8336.76,8332.40,7724.65,7.72,7729.01,7.73
8/5/23 14:30,8/5/23,14:30:00,14,30,1,67,2,JLA,42.17,42.84,7.07,1.93,-0.67,8566.67,8271.44,7665.78,7.67,7961.01,7.96
8/5/23 15:00,8/5/23,15:00:00,15,0,1,67,2,JLA,41.83,42.92,6.62,2.6,-1.09,8602.52,8125.02,7555.53,7.56,8033.04,8.03
8/5/23 15:30,8/5/23,15:30:00,15,30,1,67,2,JLA,42.32,43.51,6.1,3.12,-1.19,8870.95,8336.76,7795.64,7.80,8329.83,8.33
8/5/23 16:00,8/5/23,16:00:00,16,0,1,67,2,JLA,42.66,43.32,5.82,3.14,-0.66,8783.73,8486.48,7975.26,7.98,8272.52,8.27
8/5/23 16:30,8/5/23,16:30:00,16,30,1,67,2,JLA,41.88,43.76,4.88,2.86,-1.88,8986.86,8146.41,7707.85,7.71,8548.30,8.55
8/5/23 17:00,8/5/23,17:00:00,17,0,1,67,2,JLA,40.48,43.25,5.58,3.38,-2.77,8751.78,7565.49,7077.14,7.08,8263.43,8.26
8/5/23 17:30,8/5/23,17:30:00,17,30,1,67,2,JLA,40.71,42.64,5.92,2.69,-1.93,8477.61,7658.39,7156.51,7.16,7975.73,7.98
8/5/23 18:00,8/5/23,18:00:00,18,0,1,67,2,JLA,38.38,42.39,6.02,2.63,-4.01,8367.40,6761.31,6257.59,6.26,7863.68,7.86
8/6/23 14:00,8/6/23,14:00:00,14,0,1,67,2,JLA,39.7,40.68,16.41,2.23,-0.98,7646.22,7257.64,6002.89,6.00,6391.47,6.39
8/6/23 14:30,8/6/23,14:30:00,14,30,1,67,2,JLA,40.34,41.21,17.25,2.14,-0.87,7863.76,7509.41,6152.92,6.15,6507.26,6.51
8/6/23 15:00,8/6/23,15:00:00,15,0,1,67,2,JLA,40.84,41.73,16.4,1.59,-0.89,8082.38,7711.33,6385.82,6.39,6756.87,6.76
8/6/23 15:30,8/6/23,15:30:00,15,30,1,67,2,JLA,41.85,41.69,17.65,2.88,0.16,8065.38,8133.57,6710.03,6.71,6641.84,6.64
8/6/23 16:00,8/6/23,16:00:00,16,0,1,67,2,JLA,42.14,41.99,16.47,2.96,0.15,8193.64,8258.43,6908.94,6.91,6844.15,6.84
8/6/23 16:30,8/6/23,16:30:00,16,30,1,67,2,JLA,41.57,42.27,18.05,3.16,-0.7,8314.94,8014.56,6513.71,6.51,6814.09,6.81
8/6/23 17:00,8/6/23,17:00:00,17,0,1,67,2,JLA,41,42.34,20.17,2.88,-1.34,8345.51,7776.93,6093.64,6.09,6662.22,6.66
8/6/23 17:30,8/6/23,17:30:00,17,30,1,67,2,JLA,40.33,41.41,20.6,3.06,-1.08,7947.23,7505.42,5868.29,5.87,6310.10,6.31
8/6/23 18:00,8/6/23,18:00:00,18,0,1,67,2,JLA,38.74,41.5,21.66,2.19,-2.76,7985.04,6893.67,5164.11,5.16,6255.48,6.26
8/7/23 14:00,8/7/23,14:00:00,14,0,1,67,2,JLA,38.72,40.56,17.81,2.84,-1.84,7597.69,6886.26,5533.11,5.53,6244.54,6.24
8/7/23 14:30,8/7/23,14:30:00,14,30,1,67,2,JLA,38.92,40.28,17.64,2.52,-1.36,7485.49,6960.68,5640.24,5.64,6165.05,6.17
8/7/23 15:00,8/7/23,15:00:00,15,0,1,67,2,JLA,39.27,40.9,16.86,2.92,-1.63,7735.88,7092.61,5788.34,5.79,6431.61,6.43
8/7/23 15:30,8/7/23,15:30:00,15,30,1,67,2,JLA,39.51,40.57,17.15,3.55,-1.06,7601.72,7184.31,5880.62,5.88,6298.03,6.30
8/7/23 16:00,8/7/23,16:00:00,16,0,1,67,2,JLA,39.75,41.11,17.17,2.14,-1.36,7822.31,7277.04,5933.95,5.93,6479.22,6.48
8/7/23 16:30,8/7/23,16:30:00,16,30,1,67,2,JLA,39.33,40.77,17.75,2.79,-1.44,7682.79,7115.44,5751.74,5.75,6319.09,6.32
8/7/23 17:00,8/7/23,17:00:00,17,0,1,67,2,JLA,38.69,40.62,18.42,2.63,-1.93,7621.92,6875.15,5471.19,5.47,6217.96,6.22
8/7/23 17:30,8/7/23,17:30:00,17,30,1,67,2,JLA,38.55,40.93,18,2.96,-2.38,7748.17,6823.54,5428.86,5.43,6353.50,6.35
8/7/23 18:00,8/7/23,18:00:00,18,0,1,67,2,JLA,37.53,40.88,18.14,3.02,-3.35,7727.69,6457.50,5055.69,5.06,6325.89,6.33
8/8/23 14:00,8/8/23,14:00:00,14,0,1,67,2,JLA,37.79,38.69,24.3,2.15,-0.9,6875.15,6549.15,4878.48,4.88,5204.49,5.20
8/8/23 14:30,8/8/23,14:30:00,14,30,1,67,2,JLA,38.24,39.52,23.26,2.31,-1.28,7188.15,6710.44,5038.47,5.04,5516.19,5.52
8/8/23 15:00,8/8/23,15:00:00,15,0,1,67,2,JLA,38.69,40.26,22.48,2.44,-1.57,7477.53,6875.15,5194.20,5.19,5796.58,5.80
8/8/23 15:30,8/8/23,15:30:00,15,30,1,67,2,JLA,38.92,39.89,23.19,2.43,-0.97,7331.61,6960.68,5260.48,5.26,5631.41,5.63
8/8/23 16:00,8/8/23,16:00:00,16,0,1,67,2,JLA,38.78,40,22.79,2.95,-1.22,7374.73,6908.51,5227.81,5.23,5694.03,5.69
8/8/23 16:30,8/8/23,16:30:00,16,30,1,67,2,JLA,38.6,39.82,22.61,3.44,-1.22,7304.28,6841.93,5190.43,5.19,5652.78,5.65
8/8/23 17:00,8/8/23,17:00:00,17,0,1,67,2,JLA,38.38,39.9,21.9,3.8,-1.52,7335.52,6761.31,5154.83,5.15,5729.04,5.73
8/8/23 17:30,8/8/23,17:30:00,17,30,1,67,2,JLA,38.87,39.64,21.5,4.9,-0.77,7234.41,6942.01,5386.61,5.39,5679.01,5.68
8/8/23 18:00,8/8/23,18:00:00,18,0,1,67,2,JLA,38.06,39.45,21.19,2.57,-1.39,7161.29,6645.51,5128.03,5.13,5643.81,5.64
8/9/23 14:00,8/9/23,14:00:00,14,0,1,67,2,JLA,37.83,38.32,24.76,1.14,-0.49,6739.47,6563.35,4894.65,4.89,5070.77,5.07
8/9/23 14:30,8/9/23,14:30:00,14,30,1,67,2,JLA,38.72,38.9,23.89,2.02,-0.18,6953.21,6886.26,5225.13,5.23,5292.09,5.29
8/9/23 15:00,8/9/23,15:00:00,15,0,1,67,2,JLA,38.31,39.92,21.76,3.26,-1.61,7343.35,6735.83,5137.92,5.14,5745.44,5.75
8/9/23 15:30,8/9/23,15:30:00,15,30,1,67,2,JLA,38.2,39.95,20.98,1.9,-1.75,7355.11,6695.96,5152.86,5.15,5812.00,5.81
8/9/23 16:00,8/9/23,16:00:00,16,0,1,67,2,JLA,38.51,39.52,21.41,2.4,-1.01,7188.15,6808.85,5269.87,5.27,5649.17,5.65
8/9/23 16:30,8/9/23,16:30:00,16,30,1,67,2,JLA,39.05,40.13,19.69,2.51,-1.08,7425.98,7009.43,5547.26,5.55,5963.80,5.96
8/9/23 17:00,8/9/23,17:00:00,17,0,1,67,2,JLA,38.96,39.92,19.86,3.05,-0.96,7343.35,6975.65,5517.26,5.52,5884.96,5.88
8/9/23 17:30,8/9/23,17:30:00,17,30,1,67,2,JLA,39.2,39.69,19.74,3.87,-0.49,7253.76,7066.05,5634.16,5.63,5821.87,5.82
8/9/23 18:00,8/9/23,18:00:00,18,0,1,67,2,JLA,37.95,39.6,19.86,2.41,-1.65,7218.96,6606.10,5172.42,5.17,5785.28,5.79
8/10/23 14:00,8/10/23,14:00:00,14,0,1,67,2,JLA,35.96,38.09,22.53,0.73,-2.13,6656.29,5927.31,4427.65,4.43,5156.63,5.16
8/10/23 14:30,8/10/23,14:30:00,14,30,1,67,2,JLA,36.23,37.98,22.47,2.11,-1.75,6616.83,6015.71,4528.90,4.53,5130.03,5.13
8/10/23 15:00,8/10/23,15:00:00,15,0,1,67,2,JLA,37.11,38.68,21.14,1.86,-1.57,6871.45,6311.79,4859.16,4.86,5418.83,5.42
8/10/23 15:30,8/10/23,15:30:00,15,30,1,67,2,JLA,37.37,38.72,20.93,0.34,-1.35,6886.26,6401.65,4960.35,4.96,5444.96,5.44
8/10/23 16:00,8/10/23,16:00:00,16,0,1,67,2,JLA,37.58,38.64,20.37,0.84,-1.06,6856.68,6475.03,5078.33,5.08,5459.97,5.46
8/10/23 16:30,8/10/23,16:30:00,16,30,1,67,2,JLA,37.46,38.79,20.18,1.53,-1.33,6912.23,6433.01,5038.12,5.04,5517.34,5.52
8/10/23 17:00,8/10/23,17:00:00,17,0,1,67,2,JLA,37.56,39.1,19.59,1.21,-1.54,7028.26,6468.01,5091.18,5.09,5651.42,5.65
8/10/23 17:30,8/10/23,17:30:00,17,30,1,67,2,JLA,37.44,38.7,20.31,1.3,-1.26,6878.85,6426.03,5028.93,5.03,5481.76,5.48
8/10/23 18:00,8/10/23,18:00:00,18,0,1,67,2,JLA,36.18,38.92,19.95,0.66,-2.74,6960.68,5999.25,4610.59,4.61,5572.03,5.57
8/11/23 14:00,8/11/23,14:00:00,14,0,1,67,2,JLA,37.52,37.51,23.57,1.83,0.01,6450.49,6453.99,4933.61,4.93,4930.11,4.93
8/11/23 14:30,8/11/23,14:30:00,14,30,1,67,2,JLA,37.77,37.82,22.67,2.35,-0.05,6559.79,6542.06,5054.95,5.05,5072.69,5.07
8/11/23 15:00,8/11/23,15:00:00,15,0,1,67,2,JLA,37.53,37.8,22.48,2.67,-0.27,6552.69,6457.50,4984.45,4.98,5079.65,5.08
8/11/23 15:30,8/11/23,15:30:00,15,30,1,67,2,JLA,37.56,38.28,21.86,1.94,-0.72,6724.94,6468.01,4997.94,5.00,5254.87,5.25
8/11/23 16:00,8/11/23,16:00:00,16,0,1,67,2,JLA,37.3,37.35,22.84,1.68,-0.05,6394.70,6377.35,4916.80,4.92,4934.15,4.93
8/11/23 16:30,8/11/23,16:30:00,16,30,1,67,2,JLA,37.24,37.43,22.84,1.71,-0.19,6422.54,6356.58,4889.67,4.89,4955.63,4.96
8/11/23 17:00,8/11/23,17:00:00,17,0,1,67,2,JLA,35.24,37.01,23.1,1.7,-1.77,6277.52,5697.07,4246.96,4.25,4827.41,4.83
8/11/23 17:30,8/11/23,17:30:00,17,30,1,67,2,JLA,33.52,37.15,23.07,1.52,-3.63,6325.54,5178.18,3718.88,3.72,4866.24,4.87
8/11/23 18:00,8/11/23,18:00:00,18,0,1,67,2,JLA,34.58,37.77,23.17,2.19,-3.19,6542.06,5492.87,3977.07,3.98,5026.26,5.03
8/12/23 14:00,8/12/23,14:00:00,14,0,1,67,2,JLA,36.37,37.29,16.53,1.89,-0.92,6373.88,6061.99,5008.39,5.01,5320.28,5.32
8/12/23 14:30,8/12/23,14:30:00,14,30,1,67,2,JLA,36.88,38,15.76,1.75,-1.12,6623.99,6233.21,5189.27,5.19,5580.05,5.58
8/12/23 15:00,8/12/23,15:00:00,15,0,1,67,2,JLA,37.72,38.41,15.21,1.38,-0.69,6772.26,6524.36,5494.30,5.49,5742.20,5.74
8/12/23 15:30,8/12/23,15:30:00,15,30,1,67,2,JLA,38.51,39.03,14.27,2.25,-0.52,7001.91,6808.85,5809.68,5.81,6002.74,6.00
8/12/23 16:00,8/12/23,16:00:00,16,0,1,67,2,JLA,38.28,39.12,15.29,2.41,-0.84,7035.81,6724.94,5649.16,5.65,5960.03,5.96
8/12/23 16:30,8/12/23,16:30:00,16,30,1,67,2,JLA,37.97,38.67,15.41,2.7,-0.7,6867.76,6613.25,5554.93,5.55,5809.44,5.81
8/12/23 17:00,8/12/23,17:00:00,17,0,1,67,2,JLA,37.06,38.53,16.16,1.46,-1.47,6816.19,6294.63,5193.14,5.19,5714.69,5.71
8/12/23 17:30,8/12/23,17:30:00,17,30,1,67,2,JLA,36.16,38.55,14.63,2.46,-2.39,6823.54,5992.68,4994.40,4.99,5825.25,5.83
8/12/23 18:00,8/12/23,18:00:00,18,0,1,67,2,JLA,35.35,38.31,15.52,1.79,-2.96,6735.83,5731.73,4686.33,4.69,5690.43,5.69
8/13/23 14:00,8/13/23,14:00:00,14,0,1,67,2,JLA,39.51,39.83,16.98,1.97,-0.32,7308.18,7184.31,5943.38,5.94,6067.25,6.07
